,3-gram,*/*
5141,UIG,2218623
5142,WNH,2215905
5143,IOF,2215371
5144,ILP,2208981
5145,NOH,2208973
5146,DPE,2205667
5147,CAJ,2200996
5148,HRS,2199546
5149,DYM,2197722
5150,MOF,2197049
5151,URQ,2194690
5152,SSC,2189234
5153,TIH,2189111
5154,OTG,2188707
5155,DLB,2187812
5156,SKL,2186811
5157,IMY,2186054
5158,JIB,2185918
5159,WSW,2183306
5160,LLL,2182730
5161,IGB,2180685
5162,ASW,2180483
5163,KII,2180475
5164,EKK,2180466
5165,BDA,2176843
5166,DHY,2175846
5167,UHN,2175024
5168,GHP,2172700
5169,NKO,2172347
5170,UOL,2166451
5171,CTH,2158653
5172,MMS,2156697
5173,HBA,2153615
5174,AOU,2147445
5175,RUH,2144589
5176,GEG,2142954
5177,MEU,2142492
5178,AIF,2139951
5179,HOH,2138710
5180,KSI,2136344
5181,ASD,2136268
5182,YMU,2134811
5183,SVO,2131542
5184,CKR,2128913
5185,KUB,2128429
5186,AKK,2128117
5187,AHS,2126733
5188,RMC,2126528
5189,LEJ,2126260
5190,CCP,2124731
5191,RUO,2119421
5192,QIN,2119121
5193,STV,2116773
5194,OOE,2114209
5195,RSS,2108275
5196,MCP,2108138
5197,VOD,2104696
5198,GSL,2101859
5199,YSC,2100573
5200,EKH,2100563
5201,DEY,2097771
5202,SPN,2092907
5203,AAM,2092716
5204,KDR,2090227
5205,WAC,2088533
5206,KIO,2084960
5207,AMF,2083045
5208,NDG,2082136
5209,IUL,2079667
5210,LDY,2078774
5211,HDI,2072736
5212,SSS,2072355
5213,WBU,2070362
5214,CPA,2069787
5215,OAV,2068860
5216,LKH,2067153
5217,GFE,2067123
5218,EAE,2062818
5219,IUD,2061870
5220,FST,2061129
5221,BPA,2056229
5222,HII,2055459
5223,HRH,2054249
5224,UKH,2046565
5225,GEF,2045647
5226,UML,2045633
5227,LAA,2045011
5228,CDS,2043575
5229,EWY,2040208
5230,CPS,2039567
5231,TTP,2039328
5232,PLC,2023809
5233,ZOE,2021191
5234,AIX,2019388
5235,BEO,2018436
5236,IJO,2018192
5237,BSB,2015609
5238,DYC,2010433
5239,DPI,2009526
5240,DNO,2008499
5241,FCO,2007011
5242,KOF,1997636
5243,KSA,1996754
5244,WOB,1995104
5245,NYE,1992536
5246,MPF,1992334
5247,ATW,1988586
5248,KBI,1988061
5249,HSA,1984383
5250,FAO,1984269
5251,OBN,1983938
5252,EHL,1981071
5253,HAJ,1976434
5254,DHR,1976087
5255,MBN,1975124
5256,LZA,1974254
5257,DTI,1972183
5258,EHT,1972159
5259,XOP,1971965
5260,EYC,1968131
5261,EDC,1967796
5262,UYL,1963110
5263,UGB,1961392
5264,UEH,1960616
5265,ELN,1959070
5266,YUK,1958939
5267,PYE,1958444
5268,BBU,1956625
5269,OLW,1955922
5270,PYA,1954969
5271,EKN,1954534
5272,PRC,1953793
5273,RVY,1952818
5274,NBC,1949971
5275,GYL,1949325
5276,APB,1948549
5277,AJP,1948278
5278,ISW,1937834
5279,YBI,1936478
5280,YUC,1934729
5281,LLK,1924205
5282,YSU,1922667
5283,OEY,1922073
5284,AVL,1921457
5285,MWA,1920080
5286,HTU,1919634
5287,SDR,1917860
5288,PCS,1917300
5289,YDO,1917160
5290,OSG,1910297
5291,EPW,1908985
5292,OVS,1908231
5293,PIQ,1908195
5294,DGK,1907678
5295,LSU,1906389
5296,WAZ,1906347
5297,TDA,1906260
5298,OLZ,1905249
5299,FOY,1903250
5300,AIB,1901717
5301,CEK,1901387
5302,ZUK,1898343
5303,BTY,1896839
5304,CME,1895033
5305,RUX,1891707
5306,DKA,1888825
5307,ISZ,1888424
5308,PFA,1887439
5309,UEM,1886818
5310,KKI,1885380
5311,MLO,1885054
5312,ULZ,1883523
5313,WSB,1882494
5314,DVD,1882317
5315,EDH,1879724
5316,INX,1879668
5317,MCF,1878446
5318,NPE,1873169
5319,KHZ,1872190
5320,GHF,1866286
5321,LCR,1856620
5322,LBL,1856105
5323,TRL,1854339
5324,LLR,1845623
5325,OPC,1841009
5326,VYI,1839747
5327,BCE,1839511
5328,AYC,1837188
5329,KOE,1835961
5330,LUZ,1834117
5331,GFO,1833005
5332,HRM,1832224
5333,PFI,1832107
5334,STT,1830849
5335,HKI,1830785
5336,LLH,1828568
5337,TYC,1824472
5338,OAB,1824238
5339,MSP,1821400
5340,RTT,1820161
5341,FTC,1818610
5342,UAV,1817971
5343,QUR,1816304
5344,OOI,1814489
5345,CEW,1814205
5346,LFH,1812656
5347,TBI,1811423
5348,TTV,1811232
5349,YSB,1804561
5350,ZIC,1802877
5351,AOM,1801095
5352,EYF,1800713
5353,VIM,1799227
5354,RNP,1796309
5355,UYT,1795221
5356,ITK,1795009
5357,AKB,1794747
5358,VLO,1794218
5359,AEF,1791575
5360,RLW,1788893
5361,DOF,1787500
5362,TEK,1787475
5363,COZ,1787464
5364,LMY,1785911
5365,DUV,1784733
5366,WAA,1782755
5367,RYG,1780883
5368,YVE,1778349
5369,HDO,1777847
5370,BNA,1776752
5371,YOD,1775462
5372,LPY,1771731
5373,JEM,1767484
5374,LZE,1767466
5375,CRC,1765384
5376,UEI,1765202
5377,DTE,1762976
5378,GDR,1762481
5379,KUT,1762181
5380,SDS,1761274
5381,YCK,1759759
5382,YGM,1758503
5383,RSF,1757922
5384,ITW,1757522
5385,LOZ,1757432
5386,YEH,1756185
5387,WYC,1752959
5388,TKE,1751946
5389,NKH,1750644
5390,SGA,1749386
5391,BAO,1749357
5392,CAW,1749307
5393,YEU,1748164
5394,LUW,1742989
5395,OVT,1738163
5396,HDU,1737079
5397,WNP,1736001
5398,CDN,1732484
5399,GPS,1731034
5400,LFC,1730121
5401,UJE,1728834
5402,RIY,1727883
5403,HFA,1724837
5404,RUY,1724735
5405,FUK,1723248
5406,DRS,1723089
5407,KIB,1722425
5408,BUH,1721716
5409,OOH,1715720
5410,MUK,1715534
5411,FEY,1715173
5412,OAQ,1710412
5413,TZU,1707885
5414,GZA,1704697
5415,IGZ,1704697
5416,RGM,1703335
5417,RDH,1702033
5418,KHI,1698508
5419,SPB,1696818
5420,IKU,1695650
5421,HSH,1695292
5422,CEH,1695105
5423,TTM,1694092
5424,USG,1693597
5425,DCS,1693302
5426,YRT,1690656
5427,UZU,1688213
5428,NPI,1685260
5429,LFL,1684683
5430,ZID,1679189
5431,ETM,1677764
5432,GUC,1675562
5433,GOF,1674366
5434,LNC,1674312
5435,FIZ,1674228
5436,FKA,1674213
5437,OEO,1674144
5438,PAX,1671548
5439,EIU,1668998
5440,GUB,1667968
5441,AJU,1665885
5442,HSU,1663670
5443,QUY,1662117
5444,ZOM,1661340
5445,QUH,1657447
5446,PWI,1651667
5447,YUS,1649734
5448,AFY,1645825
5449,ZIB,1644002
5450,TWR,1641919
5451,ODK,1641697
5452,IDP,1638756
5453,RDC,1638404
5454,XAV,1637588
5455,SZT,1637324
5456,EYH,1635425
5457,AZL,1632186
5458,OCQ,1627999
5459,DGS,1626480
5460,WCH,1626271
5461,BPS,1626030
5462,HYO,1623751
5463,NGZ,1622801
5464,UOV,1622369
5465,ZIT,1621747
5466,OKM,1618511
5467,FTP,1615821
5468,RDP,1613503
5469,CGO,1612392
5470,KAC,1612145
5471,CHH,1611597
5472,DBL,1608083
5473,SUK,1607750
5474,KVI,1605698
5475,JOD,1604902
5476,AOC,1604039
5477,PYO,1602071
5478,HRL,1600866
5479,PFE,1600181
5480,LTL,1599257
5481,SYT,1598794
5482,ECG,1595031
5483,OJI,1592592
5484,HGO,1591973
5485,DOH,1590599
5486,TPH,1590198
5487,WDR,1589001
5488,AMC,1587973
5489,AON,1587378
5490,RPN,1585478
5491,PBS,1578656
5492,UHL,1577169
5493,LXI,1573881
5494,SUV,1572245
5495,FDO,1571908
5496,OKB,1571838
5497,BJO,1571190
5498,WBR,1567855
5499,AFK,1563740
5500,AHY,1563325
5501,GEY,1562772
5502,TAJ,1561859
5503,GIP,1561604
5504,MPG,1559936
5505,YWE,1558489
5506,OFR,1556572
5507,RYK,1556263
5508,BMS,1555712
5509,KFI,1554610
5510,CSS,1553575
5511,DNS,1551726
5512,CYD,1545992
5513,WDY,1541874
5514,OAU,1537162
5515,MEK,1537013
5516,JPU,1536307
5517,OBD,1535639
5518,EQN,1534419
5519,LOX,1533865
5520,EPF,1532068
5521,LYU,1530937
5522,TZA,1528396
5523,LEQ,1523967
5524,OFM,1523938
5525,CMS,1523446
5526,PCI,1520186
5527,WMI,1518508
5528,MAW,1516489
5529,AOP,1514490
5530,MIQ,1514050
5531,GMI,1511787
5532,EMF,1510986
5533,CGU,1510369
5534,ZUN,1505550
5535,XIF,1505022
5536,PYG,1505001
5537,ZOG,1504577
5538,WUL,1503443
5539,UBF,1502941
5540,NOK,1501777
5541,KYR,1501687
5542,UMT,1500613
5543,EZH,1498635
5544,LSP,1497626
5545,UFE,1496632
5546,LRA,1492792
5547,NTC,1492158
5548,KHT,1488613
5549,CBR,1486281
5550,ESR,1485580
5551,PDF,1484405
5552,YEP,1479372
5553,LGU,1478777
5554,EPC,1478402
5555,HPA,1477342
5556,KIK,1477234
5557,EOZ,1476076
5558,JIH,1475959
5559,TKA,1474776
5560,OEH,1471545
5561,EII,1470085
5562,FHA,1469714
5563,RSN,1468954
5564,IFR,1467581
5565,DIJ,1466870
5566,TFR,1465894
5567,USM,1465695
5568,TQU,1464907
5569,IAX,1464312
5570,MDA,1463179
5571,FHO,1459868
5572,NNH,1457807
5573,GPI,1454930
5574,KHU,1454822
5575,KBR,1453112
5576,OKH,1452026
5577,YGU,1450100
5578,DYG,1450100
5579,ZUC,1449646
5580,RUK,1448406
5581,EYT,1448324
5582,LVD,1448201
5583,BLV,1448201
5584,LLG,1446859
5585,IXP,1445786
5586,LSW,1443852
5587,DDT,1442224
5588,POY,1441468
5589,KHM,1441404
5590,OWU,1440345
5591,MIH,1436658
5592,UZB,1436628
5593,LDG,1436383
5594,ONX,1434133
5595,TYT,1433486
5596,BEU,1433287
5597,ECZ,1432550
5598,SZA,1429299
5599,AFS,1428426
5600,ASR,1427993
5601,YFA,1423084
5602,PDE,1422575
5603,PTN,1422065
5604,CDC,1419582
5605,HMM,1419015
5606,FDR,1417318
5607,AYY,1415698
5608,AAD,1413607
5609,ZOT,1410356
5610,YAP,1408476
5611,DBM,1407418
5612,EFC,1407320
5613,PCB,1406297
5614,SUH,1404915
5615,IWO,1401199
5616,UNZ,1401191
5617,IGT,1400679
5618,NNT,1399869
5619,CPI,1399789
5620,VEB,1399436
5621,CGE,1399065
5622,CKV,1396525
5623,GUG,1395779
5624,RMW,1394370
5625,GNY,1393296
5626,TII,1392742
5627,BCA,1391947
5628,GPA,1391086
5629,UJO,1389922
5630,MSD,1388179
5631,MBD,1387922
5632,OHU,1386093
5633,TBS,1385042
5634,DHD,1383789
5635,HAQ,1382759
5636,LMN,1381844
5637,IRZ,1381357
5638,KFL,1379456
5639,IDB,1378441
5640,MCO,1377055
5641,GHZ,1374661
5642,HTC,1374394
5643,CFR,1373998
5644,GPO,1373673
5645,MML,1372410
5646,KEB,1371606
5647,YRY,1366262
5648,AVD,1364940
5649,VDA,1364940
5650,SBR,1363943
5651,RSV,1361808
5652,LVU,1361709
5653,YCY,1360841
5654,KUG,1358832
5655,EPM,1358695
5656,MBH,1356416
5657,HRB,1353764
5658,SRS,1353632
5659,KWH,1352774
5660,JIV,1352206
5661,DIW,1348667
5662,EKD,1348207
5663,GHG,1347848
5664,NGC,1347326
5665,GEC,1345340
5666,PVC,1341109
5667,ATQ,1340939
5668,KYU,1337553
5669,IHY,1333879
5670,ICP,1333722
5671,OLR,1332242
5672,CLC,1330725
5673,BPR,1330603
5674,TRN,1330462
5675,NHS,1329860
5676,IDM,1328125
5677,VLI,1327363
5678,SZE,1324932
5679,LYH,1324865
5680,WPA,1324485
5681,ABT,1323578
5682,CDY,1323518
5683,CEV,1322273
5684,DPL,1319786
5685,BCD,1313960
5686,AUH,1313842
5687,NII,1313265
5688,ACG,1310533
5689,SYB,1308377
5690,YFO,1306501
5691,ZCO,1306206
5692,PPP,1302949
5693,PSW,1301869
5694,MGM,1301755
5695,JEV,1299577
5696,JEB,1296310
5697,MSG,1294270
5698,PSC,1291624
5699,BLD,1291356
5700,OXB,1287941
5701,CAA,1286470
5702,PWO,1279406
5703,EAZ,1278516
5704,EHN,1277479
5705,GBR,1275819
5706,CUZ,1273024
5707,OEK,1271642
5708,HDL,1271144
5709,CLN,1269661
5710,YIK,1269445
5711,YAO,1267948
5712,TTF,1266924
5713,LSK,1266752
5714,GBI,1265907
5715,KSC,1265855
5716,MFR,1265191
5717,KYS,1262201
5718,MPD,1261723
5719,RLP,1256869
5720,GEP,1256344
5721,WRU,1255043
5722,COQ,1251357
5723,OXV,1248618
5724,BHE,1247740
5725,IIT,1247323
5726,TMU,1247148
5727,NNK,1246078
5728,LZB,1244684
5729,KGB,1244191
5730,LMH,1241994
5731,ZUS,1241721
5732,SDN,1241562
5733,RKT,1238775
5734,RXE,1238326
5735,ERX,1238326
5736,WYL,1237479
5737,UIU,1237033
5738,GWY,1235038
5739,BYG,1233913
5740,EXF,1232223
5741,PEV,1231275
5742,EUZ,1229893
5743,SOX,1229012
5744,AWC,1228559
5745,NAX,1227784
5746,WII,1227585
5747,GUD,1226774
5748,MMM,1225340
5749,FSA,1224280
5750,UYO,1223865
5751,GPU,1223436
5752,DGL,1223279
5753,TWH,1223226
5754,KUD,1221349
5755,CPR,1216178
5756,ZIZ,1216152
5757,KAV,1214748
5758,KOI,1214569
5759,MUJ,1212627
5760,MSF,1212193
5761,PSB,1211086
5762,ZPA,1210761
5763,TZP,1210761
5764,WOH,1208294
5765,LXV,1206136
5766,EVL,1205694
5767,OTZ,1200836
5768,BHI,1200597
5769,BUX,1198952
5770,XBU,1197456
5771,CRS,1197188
5772,MCB,1195954
5773,EBV,1195545
5774,CDE,1195192
5775,ASN,1194826
5776,DSK,1192549
5777,HGA,1192218
5778,CSC,1191571
5779,PGA,1190881
5780,IWI,1190557
5781,NIJ,1185459
5782,NTB,1185263
5783,PYS,1184926
5784,RRS,1184567
5785,RKR,1183026
5786,ZAW,1182856
5787,LNI,1181277
5788,HFO,1178213
5789,DFL,1177666
5790,CMU,1177537
5791,IIE,1177198
5792,MCE,1176406
5793,SPD,1173254
5794,TUK,1173071
5795,WDL,1172982
5796,WEC,1171763
5797,MMT,1167792
5798,SYK,1167520
5799,RMP,1167320
5800,OBH,1164701
5801,ZHN,1164246
5802,AGT,1163803
5803,AHD,1162797
5804,FIM,1162022
5805,FUI,1161965
5806,URW,1161749
5807,RNN,1160608
5808,NLR,1160325
5809,NTD,1159618
5810,LUY,1158382
5811,ESF,1157632
5812,WSY,1153157
5813,DIH,1152432
5814,YTA,1152308
5815,ZAD,1148562
5816,LKM,1148453
5817,IAA,1147753
5818,YXI,1146662
5819,BOF,1146652
5820,LKT,1146261
5821,IOZ,1145216
5822,YMY,1144439
5823,DNU,1142548
5824,CKC,1140460
5825,BIJ,1138013
5826,TZH,1137414
5827,UDN,1135771
5828,MHC,1135659
5829,GPL,1134098
5830,CMO,1129123
5831,DAO,1128962
5832,UIO,1128923
5833,SHD,1123885
5834,KUY,1120761
5835,JOW,1119049
5836,YVO,1118232
5837,IIC,1117858
5838,XYT,1117289
5839,MYD,1117088
5840,SII,1116762
5841,KRS,1116443
5842,JUK,1114827
5843,HUP,1112304
5844,IWE,1110715
5845,LAJ,1106635
5846,APD,1103127
5847,EUW,1101682
5848,XOS,1100940
5849,RRN,1100347
5850,OTK,1100162
5851,JAE,1099757
5852,GUZ,1098918
5853,SQQ,1095729
5854,AAB,1094537
5855,ZLY,1093449
5856,MNC,1092246
5857,MOX,1091957
5858,LWY,1089947
5859,JAX,1088524
5860,DLU,1085756
5861,OVY,1084564
5862,CRT,1083871
5863,OUJ,1083314
5864,WCE,1082720
5865,CHK,1081166
5866,WDU,1079676
5867,TEY,1078724
5868,PSK,1076459
5869,YVA,1076390
5870,CMP,1073235
5871,DGU,1072877
5872,RSW,1072589
5873,EPB,1070950
5874,TYE,1070939
5875,YNY,1070452
5876,ZAH,1069607
5877,JAT,1069359
5878,EUF,1068703
5879,LYX,1065860
5880,FEO,1063866
5881,MUY,1062277
5882,CWT,1062123
5883,GSA,1061662
5884,AVV,1061211
5885,SHS,1060605
5886,WEX,1058427
5887,HUK,1058274
5888,AWG,1058121
5889,NEK,1056789
5890,SYE,1055226
5891,OUK,1055053
5892,CCC,1055052
5893,QRS,1054724
5894,CEZ,1052527
5895,ITV,1052215
5896,BCH,1051916
5897,EXL,1049823
5898,UIM,1047565
5899,OKC,1047245
5900,AIJ,1047159
5901,JID,1045876
5902,OBW,1045680
5903,ELZ,1045143
5904,BYN,1043600
5905,AFD,1041051
5906,OSV,1040099
5907,UPK,1039396
5908,YWI,1038651
5909,EBN,1038389
5910,LCY,1037901
5911,IIH,1037539
5912,FHE,1036180
5913,GAK,1036167
5914,CUV,1035931
5915,DOK,1034540
5916,WGI,1032732
5917,OHS,1032389
5918,DWY,1031622
5919,AKW,1030386
5920,YFL,1030165
5921,FOT,1029967
5922,PSS,1029631
5923,UEC,1025692
5924,JEJ,1022721
5925,FIQ,1021066
5926,IHN,1020692
5927,TAZ,1018104
5928,MGA,1017493
5929,EEO,1015930
5930,ZEO,1015903
5931,ANR,1015451
5932,LRU,1015140
5933,VCR,1014069
5934,OIK,1013105
5935,RFD,1011027
5936,YGD,1009857
5937,MYG,1009857
5938,YEK,1009726
5939,MMP,1009425
5940,QAE,1008411
5941,UKT,1007664
5942,MTS,1007434
5943,WOD,1006677
5944,KYI,1003096
5945,MGR,1002458
5946,RZB,1002271
5947,WSR,1000688
5948,CNN,1000311
5949,WSG,998076
5950,CCD,996909
5951,HYX,996149
5952,VOX,993102
5953,PCA,991427
5954,WDN,991195
5955,ZEG,990276
5956,MVI,990157
5957,FJO,988579
5958,TNF,986710
5959,LRB,986580
5960,HSE,986235
5961,FTR,985703
5962,GMB,982022
5963,AYP,981254
5964,LSR,980989
5965,VEU,976370
5966,YLS,975986
5967,UEY,975694
5968,FDC,975551
5969,EKO,973933
5970,ZLO,973728
5971,EKT,971646
5972,UZO,971592
5973,PAJ,968074
5974,PAA,967858
5975,GTA,964963
5976,ABM,963588
5977,WSM,963263
5978,DFE,962384
5979,KYE,961672
5980,CFC,960826
5981,JRA,960802
5982,HSP,959488
5983,KAA,956446
5984,MBY,955886
5985,YUM,954462
5986,GHM,954421
5987,EGT,953608
5988,DSB,953573
5989,AAF,952303
5990,SGT,951474
5991,FAA,949191
5992,MHA,948836
5993,FEZ,947238
5994,CDU,947237
5995,KIV,945949
5996,HLU,944644
5997,HYE,943073
5998,TSF,942717
5999,SUJ,939007
6000,YNB,937125
6001,RIW,936393
6002,ATB,934516
6003,IOH,932542
6004,TZT,932149
6005,WSC,932136
6006,UMD,931409
6007,ORZ,930044
6008,IOO,929092
6009,UZC,928443
6010,HLB,925147
6011,AGW,925125
6012,MYN,924598
6013,IBT,923409
6014,VVY,922409
6015,TZB,920614
6016,IZM,919699
6017,HCP,917508
6018,LUH,917364
6019,YUL,915608
6020,OYT,915602
6021,CIQ,915537
6022,LTP,915228
6023,OVN,914062
6024,TIW,913514
6025,LFD,913244
6026,AZQ,913036
6027,ZQU,913036
6028,AJR,912574
6029,UHE,911260
6030,LFP,910445
6031,PVT,910201
6032,MKI,909973
6033,OPD,908532
6034,MLU,907799
6035,DPH,907567
6036,TOH,906836
6037,KUK,906062
6038,BMU,905622
6039,OOB,904472
6040,AAP,903327
6041,YAQ,902201
6042,VLE,901833
6043,KSK,901740
6044,EEU,900692
6045,VIJ,897691
6046,QUM,894130
6047,UMR,894130
6048,NPS,893049
6049,RFC,892912
6050,MNY,891921
6051,VEK,891541
6052,NCC,890514
6053,NTT,889941
6054,HOX,889236
6055,GIQ,886910
6056,WTE,886863
6057,IAU,885986
6058,UAH,885947
6059,EJI,885941
6060,SMT,884759
6061,MPN,884496
6062,KJA,883243
6063,HSL,882937
6064,DJI,881977
6065,THG,881104
6066,AEP,880160
6067,YBU,880073
6068,EMG,880000
6069,KAK,879810
6070,YEG,878453
6071,LSL,877830
6072,UJU,877246
6073,FTU,876672
6074,FRG,875056
6075,IPC,869692
6076,YVI,869396
6077,LTW,868974
6078,WEF,868008
6079,UZM,867634
6080,EOA,867153
6081,SCM,866462
6082,FUD,865074
6083,LKO,864565
6084,IJK,863967
6085,EDP,863595
6086,EZY,863379
6087,GSW,862801
6088,KSW,861894
6089,FOB,857265
6090,LYV,856543
6091,RBC,855132
6092,KCL,854472
6093,CMC,854039
6094,IAF,853515
6095,XMA,852268
6096,NGG,852132
6097,GHR,851752
6098,EIH,851293
6099,XYZ,850358
6100,DMS,848304
6101,DSS,847884
6102,JNA,847217
6103,SEJ,847017
6104,KOG,845143
6105,DKI,844270
6106,MIY,843968
6107,YAZ,843191
6108,CBC,842168
6109,RUJ,840490
6110,AAK,840193
6111,KTU,839773
6112,KTR,839213
6113,RLM,837831
6114,RKD,835582
6115,TIJ,834062
6116,TVO,833657
6117,GWR,830806
6118,YIT,830603
6119,TSV,830428
6120,MEQ,829557
6121,AZD,829420
6122,EWG,828287
6123,WGA,828287
6124,RVU,827270
6125,IGF,826434
6126,WFL,826322
6127,EKY,824547
6128,CPM,824237
6129,YUE,823939
6130,POH,821509
6131,GTZ,819272
6132,IUT,819193
6133,EOX,816878
6134,CEG,816339
6135,SDL,816043
6136,OGT,814865
6137,MBP,814514
6138,OUZ,813889
6139,ACF,812979
6140,FDE,812429
6141,FSO,812340
6142,AUQ,812220
6143,JHA,811484
6144,TVE,811428
6145,DZE,811252
6146,GGP,810567
6147,TBY,810078
6148,IKT,809503
6149,BUP,809417
6150,MMH,808408
6151,MHG,808408
6152,SNC,808377
6153,YMC,807142
6154,SRC,806814
6155,NND,806527
6156,NRC,805443
6157,BFA,804861
6158,WOS,804064
6159,VGO,803451
6160,OVG,803451
6161,LDP,803337
6162,GAF,801130
6163,CSE,799508
6164,RRM,799026
6165,AUI,796000
6166,NFT,795818
6167,OEW,795628
6168,FOV,795555
6169,KHY,794628
6170,UDP,793770
6171,WYS,793511
6172,CDA,793359
6173,DGY,793170
6174,PLS,792442
6175,AVG,791080
6176,ZAE,790870
6177,XNE,789893
6178,OKW,789765
6179,SFR,786780
6180,KAE,786273
6181,MTO,785921
6182,YOI,784927
6183,HTG,784454
6184,UPF,784307
6185,XPT,783914
6186,RIH,783912
6187,LUJ,783624
6188,YYA,783529
6189,KUZ,782274
6190,OAO,781670
6191,YYI,780897
6192,IMH,780680
6193,YTR,780038
6194,MDR,779334
6195,YII,778691
6196,WOP,778345
6197,ODT,776207
6198,APC,775626
6199,CYH,775582
6200,BVR,774030
6201,ZDA,773916
6202,IUN,773050
6203,UXO,772320
6204,QOS,772231
6205,IGW,771658
6206,LTK,769374
6207,YPL,768718
6208,WNC,767892
6209,DLL,766110
6210,RLH,764536
6211,EXX,764505
6212,XXO,764505
6213,IFN,764411
6214,YDS,762674
6215,YEY,759015
6216,THK,757565
6217,IHM,757039
6218,VIF,757002
6219,KMT,756633
6220,VNA,755448
6221,MCR,753186
6222,ZIU,752705
6223,BCS,750425
6224,ZOV,748301
6225,WFA,748063
6226,YOV,747466
6227,PEJ,746617
6228,XIR,746144
6229,UZI,745997
6230,DCR,745301
6231,OIB,744417
6232,HUJ,744284
6233,MSU,743624
6234,CMV,741250
6235,PUY,740075
6236,BFO,739719
6237,TZV,738842
6238,JIK,738008
6239,DUH,737102
6240,TNC,737052
6241,DHC,736870
6242,IZV,736780
6243,FUH,736774
6244,ADZ,735838
6245,AEZ,733311
6246,CTY,733051
6247,RFF,732704
6248,EPN,731515
6249,ODV,731200
6250,IYE,730802
6251,PCC,730351
6252,ZNI,730244
6253,DUQ,730054
6254,CAX,729481
6255,YTU,729041
6256,EKM,727437
6257,PSP,726861
6258,FSU,726615
6259,GBE,725632
6260,BYW,724863
6261,MLL,724749
6262,VPN,722473
6263,KVA,721894
6264,YLK,721477
6265,EKB,721440
6266,SNR,721423
6267,BYV,721226
6268,CBM,720750
6269,YCR,720237
6270,FAZ,719188
6271,FFT,719106
6272,AIO,719029
6273,DTR,718917
6274,TUY,716755
6275,NGP,716651
6276,CSA,715667
6277,YHW,715636
6278,GZH,714816
6279,VEJ,714648
6280,VAX,714287
6281,NCZ,714063
6282,KIF,714005
6283,RZL,713637
6284,YUB,713355
6285,PHP,710388
6286,BOZ,710284
6287,PRS,709716
6288,SYG,708975
6289,RDF,708914
6290,TDS,708892
6291,WNG,704825
6292,MTP,704200
6293,GSU,703604
6294,KMO,703141
6295,ITG,702725
6296,ICD,702076
6297,UGD,701291
6298,NDQ,701223
6299,CCT,700201
6300,IMC,700095
6301,OGW,699265
6302,SHG,699192
6303,ULH,697216
6304,VAY,696565
6305,ZHI,694431
6306,BEX,694150
6307,ETD,693289
6308,TLC,692960
6309,GAH,691400
6310,QBA,690386
6311,IQB,690386
6312,YEV,690385
6313,GTP,690252
6314,JIE,690107
6315,NRS,689869
6316,QIS,687873
6317,HCG,686005
6318,FCS,684479
6319,PMS,683696
6320,KRY,682708
6321,PCM,682405
6322,TMS,681252
6323,PYN,680656
6324,HSV,680459
6325,VYG,679975
6326,UMG,678739
6327,CNR,678476
6328,EXN,678196
6329,OSF,676486
6330,PYM,676446
6331,WUP,674875
6332,MCT,673289
6333,BEB,672843
6334,GRS,671801
6335,ASZ,671613
6336,GGU,670905
6337,UYU,670165
6338,KOZ,669995
6339,ZRO,669737
6340,TZR,669737
6341,ATG,669368
6342,CDR,668617
6343,OWK,668357
6344,MAQ,666661
6345,POF,666628
6346,CBA,666106
6347,DBC,665806
6348,EDK,664962
6349,FPE,664613
6350,RPC,664463
6351,FTB,663758
6352,NPV,663612
6353,GOX,663595
6354,VUR,662415
6355,GMY,661753
6356,HEJ,661725
6357,VEP,661324
6358,SPC,660014
6359,TTN,659695
6360,CRM,659629
6361,ZVE,658598
6362,GMP,658320
6363,KMS,657811
6364,YNU,657622
6365,WYM,656298
6366,EMK,656239
6367,TUX,655815
6368,ATD,655790
6369,DCE,654919
6370,OXU,654015
6371,BII,654006
6372,POZ,653200
6373,GMT,652886
6374,MGO,650203
6375,HNQ,650151
6376,JME,649620
6377,CMD,648991
6378,XOL,648087
6379,NAJ,646989
6380,PCP,646594
6381,QAT,646513
6382,TCI,645424
6383,VLS,645024
6384,ICM,644481
6385,OCD,643806
6386,UOK,642805
6387,UFR,642370
6388,XEI,641871
6389,CFS,640264
6390,BMW,640102
6391,JII,639782
6392,MFL,639709
6393,FPA,638439
6394,BJP,638064
6395,WYT,637676
6396,VYA,636655
6397,YDG,636391
6398,SIH,636368
6399,NRH,635933
6400,TEJ,635778
6401,JSP,634453
6402,WWI,633474
6403,YSQ,632864
6404,YAU,632709
6405,AXM,632552
6406,HKO,632290
6407,JOZ,631315
6408,FFH,631255
6409,UXA,631035
6410,PTF,629712
6411,YTW,628754
6412,TIY,628685
6413,ODZ,628557
6414,CDM,627913
6415,JFK,627909
6416,SNM,627686
6417,APG,627578
6418,OXC,627084
6419,HUO,626855
6420,GSM,626210
6421,IBW,626117
6422,MRP,625779
6423,GCL,625642
6424,AAG,622901
6425,EGB,621516
6426,CLR,619977
6427,TYO,618316
6428,FRC,617192
6429,DUX,616362
6430,TCE,616286
6431,CVD,616075
6432,RVL,616011
6433,AYK,615829
6434,YKH,615829
6435,RGB,615133
6436,CAQ,614928
6437,KIW,614237
6438,RJA,614196
6439,AKP,613346
6440,NPC,610717
6441,VAZ,610061
6442,SCC,609991
6443,IJH,609795
6444,JHO,609795
6445,OAA,609687
6446,JOP,608581
6447,CNU,607767
6448,OFN,606587
6449,OKR,606411
